group,level_label,class_label,event_label,regatta_name,world_sailing_id,start_date,end_date,venue,source_url,rank,country,country_name,crew,world_sailing_ids,sail_number,total_points,net_points
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,66,POL,Poland,Zofia Pospieszna,POLZP6,226458,258,194
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,67,AUS,Australia,Lili McAullay,AUSLM25,219892,294,199
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,68,ESP,Spain,Adriana Castro Nuñez,ESPAC105,225720,291,207
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,69,GER,Germany,Amelie Elstner,GERAE21,227212,288,208
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,70,ISR,Israel,Shay Kakon,ISRSK7,211723,293,210
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,71,CZE,Czechia,Linda Dokoupilova,CZELD2,223487,306,212
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,72,CAN,Canada,Maura Dewey,CANMD9,217396,297,219
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,73,AIN,Individual Neutral Athletes,Elizaveta Borovkova,AINXEB2,226096,309,220
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,74,ESP,Spain,María Martinez,ESPMM81,217172,321,233
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,75,BRA,Brazil,Valentina  Victor de Araújo,BRAVV3,222902,324,235
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,76,AIN,Individual Neutral Athletes,Ekaterina Zyuzina,AINXEZ2,217474,341,238
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,77,POR,Portugal,Luisa Peres,PORLP8,221213,336,241
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,78,ESP,Spain,Sheila Martinez,ESPSM23,226254,322,242
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,79,GRE,Greece,Varvara Portolou,GREVP22,219710,334,243
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,80,POL,Poland,Hanna Rogowska,POLHR4,228316,328,246
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,81,GUA,Guatemala,Cristina Castellanos,GUACC1,182111,331,248
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,82,PER,Peru,Sophie Zimmermann,PERSZ3,222126,337,249
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,83,IRL,Ireland,Lucy Ives,IRLLI1,210100,346,253
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,84,POR,Portugal,Maria Teresa FIGENSCHOU,PORMF18,228118,362,260
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,85,ESP,Spain,MARIA GORNES RODRIGUEZ,ESPMG91,228364,362,261
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,86,LTU,Lithuania,Viktorija Andrulyte,LTUVA1,227171,362,268
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,87,BRA,Brazil,Ana Carolina Tonniges Roth,BRAAC40,223183,395,288
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,88,CRO,Croatia,petra mastelic,CROPM5,217897,383,290
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,89,SUI,Switzerland,Viktoria Jedlinska,SUIVJ5,217601,392,302
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,90,CRO,Croatia,Iva Rokvić,CROIR3,211885,399,306
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,91,CAN,Canada,Elspeth Simms,CANES24,216270,404,306
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,92,AUT,Austria,Elisa Hartenberger,AUTEH6,224876,403,310
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,93,GBR,Great Britain,Poppy Luxton,GBRPL52,209949,405.5,310.5
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,94,ESP,Spain,Ascension Roca De Togores,ESPAR17,211421,421,317
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,95,SWE,Sweden,Jennifer Öhrnell,SWEJO16,228784,416,318
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,96,CHI,Chile,Maria Jose Poncell Maurin,CHIMP2,199268,464,354
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,97,CZE,Czechia,Klara Himmelova,CZEKH2,212985,474,368
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,98,CRO,Croatia,Nika Fornažar,CRONF2,211544,477,369
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,99,CAY,Cayman Islands,Charlotte Webster,CAYCW1,226001,479,380
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,100,JPN,Japan,Talia Hamlin,JPNTH29,169388,483,381
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,101,FIN,Finland,Monika Mikkola,FINMM7,211133,505,406
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,102,CYP,Cyprus,Marilena Makri,CYPMM3,211881,514,409
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,103,USA,United States of America,Lauren Wilson,USALW81,224002,543,433
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,104,USA,United States of America,Deniz Cirivello,USADC237,220376,556,446
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,105,EST,Estonia,Romi Safin,ESTRS4,227283,558,448
youth,World Championships,ILCA 6,ILCA 6 Women,ILCA 6 Women's World Championship,IRL2026096VV,2026-09-05,2026-09-12,"Dun Laoghaire, Ireland",https://sailing.org/regatta/ilca-6-women-s-world-championship?ref=IRL2026096VV,106,ESP,Spain,Claudia Adán Lledó,ESPCA30,221373,559,449
